iteration,gini coefficient
0,0.7946135073042698
100,0.7944973239019308
200,0.7943564514726057
300,0.7942187729280771
400,0.7940267772832316
500,0.7938381759411661
600,0.7936640501311539
700,0.7935316481478536
800,0.7934011368373725
900,0.7932420692982634
1000,0.7930288950344623
1100,0.7928784086918493
1200,0.7927136700358438
1300,0.7925110673460829
1400,0.7923777243029884
1500,0.7921595092143146
1600,0.7920104315039828
1700,0.7917802001101052
1800,0.7916131367382327
1900,0.7914047810601278
2000,0.7911255955629135
2100,0.7909391217415052
2200,0.7907135193260671
2300,0.7904613082183067
2400,0.7902367593969513
2500,0.7900998009078937
2600,0.7899072207648122
2700,0.7896935409111288
2800,0.7894310617150069
2900,0.7891789125838734
3000,0.7890636868116513
3100,0.7888556880788126
3200,0.7886511573236755
3300,0.7884452640555936
3400,0.788240031840645
3500,0.7880811390002115
3600,0.7878274729396175
3700,0.7875314438117165
3800,0.7872636851602787
3900,0.7870649299874438
4000,0.7868332454540707
4100,0.7866067436173746
4200,0.7864218933672703
4300,0.7862646377325375
4400,0.7859728669579148
4500,0.7857331819512043
4600,0.7855893625876368
4700,0.785284701769094
4800,0.7850792213775792
4900,0.7848435648727399
5000,0.7846010647609026
5100,0.7843778636081896
5200,0.784180744867385
5300,0.7839408649938592
5400,0.7836639929628354
5500,0.783436291093117
5600,0.7832859204271972
5700,0.7830624841689309
5800,0.782858703556654
5900,0.7825960084236386
6000,0.7823820285031474
6100,0.7821858712939104
6200,0.7819591659833015
6300,0.7817541159396041
6400,0.7814925056161857
6500,0.7812485706062902
6600,0.7810194866774659
6700,0.7808330983559365
6800,0.7806263536896071
6900,0.7804328499423652
7000,0.7802281241412782
7100,0.7799390626608491
7200,0.7796311838600288
7300,0.7794596796593521
7400,0.779191470742877
7500,0.7789172586353901
7600,0.7787232886398741
7700,0.7785009820562149
7800,0.778253497980757
7900,0.7780697775242117
8000,0.7778610774001058
8100,0.7776061913774412
8200,0.7773839824953968
8300,0.7771921807220084
8400,0.7769468343561415
8500,0.7767116922840631
8600,0.7765242085415787
8700,0.7763238523201708
8800,0.7760454355488975
8900,0.775785910947938
9000,0.7756150337528656
9100,0.7754206629632696
9200,0.7751503164322718
9300,0.7748701173160285
9400,0.7746762454299272
9500,0.7744884696668514
9600,0.7743212463548068
9700,0.7740998661643526
9800,0.7738655670074606
9900,0.7736733487683608
10000,0.7734883765066364
