iteration,gini coefficient
0,0.055034589995783235
100,0.07107580405032063
200,0.08486926807128599
300,0.09825570771250182
400,0.11194358949269408
500,0.12303675449273699
600,0.13461151115668044
700,0.14759358903806893
800,0.16022790726881123
900,0.17195127146750477
1000,0.18200974304751227
1100,0.19188566913218724
1200,0.20191615272905547
1300,0.2112848478779773
1400,0.21978413519534196
1500,0.22919579542683896
1600,0.23719456152244306
1700,0.24607063097378906
1800,0.2542545486559072
1900,0.26200455070631423
2000,0.2695456204856549
2100,0.2767104942551377
2200,0.28410520638144293
2300,0.29090450181292266
2400,0.29735299869622744
2500,0.303455330765759
2600,0.30909293675309285
2700,0.31496317124760576
2800,0.32035674527631813
2900,0.3264000004307676
3000,0.33159918721207865
3100,0.3371347602619275
3200,0.3418221491614435
3300,0.34698832119197426
3400,0.35228239144605084
3500,0.35678753494680715
3600,0.36067397374552657
3700,0.3649713483769347
3800,0.36917936773413246
3900,0.37345702471724895
4000,0.37714674165861534
4100,0.3811972691609301
4200,0.3846511021596606
4300,0.38821703860263646
4400,0.39117067809105166
4500,0.39484261615223676
4600,0.398355309243666
4700,0.4020192586656216
4800,0.40516234505621207
4900,0.40832166830414274
5000,0.4114931535094371
5100,0.4147369533526024
5200,0.4175321080614351
5300,0.42000942681565684
5400,0.4224843055827069
5500,0.4251808295795967
5600,0.4274769551301434
5700,0.42974390326322653
5800,0.43250120651089413
5900,0.43503216202592315
6000,0.43736891600173966
6100,0.43966562214310906
6200,0.44215151802726554
6300,0.44470464833664686
6400,0.4472062098188859
6500,0.44949291434718996
6600,0.4517850588080985
6700,0.45423422969993726
6800,0.4559816501690405
6900,0.45790495942351467
7000,0.4596275316778105
7100,0.4616475446508533
7200,0.46366103503011713
7300,0.46568677819730225
7400,0.4677228318254864
7500,0.4694690208773509
7600,0.47151082955449686
7700,0.47353774675306315
7800,0.4749842444720309
7900,0.4766487134020687
8000,0.47798075418194824
8100,0.47952024431897733
8200,0.4808757408875272
8300,0.4824868987168282
8400,0.4838786945489839
8500,0.48501376774854565
8600,0.4866595928171154
8700,0.4879880570971308
8800,0.48914991114562506
8900,0.49058415613599693
9000,0.4918316584631427
9100,0.49301902573855505
9200,0.49446498163555686
9300,0.49576784409646885
9400,0.49715214226318577
9500,0.49843544709998394
9600,0.4997636791869983
9700,0.5009098777652718
9800,0.5021775670853257
9900,0.5032208580777955
10000,0.5044514999292198
10100,0.5052946275927376
10200,0.5063656445658549
10300,0.5074294543487154
10400,0.5085349311864973
10500,0.5095134892476313
10600,0.5110216379380376
10700,0.5118016498014061
10800,0.5128797371927298
10900,0.5137294257087098
11000,0.5148395811319983
11100,0.5157345605764648
11200,0.5166213413370423
11300,0.5175557308824635
11400,0.5188264646876579
11500,0.5196534068820056
11600,0.5208350896824969
11700,0.5215600668810232
11800,0.5224196460315241
11900,0.5234228387861294
12000,0.5245358985565217
12100,0.5255758554593327
12200,0.5265398054829848
12300,0.5275680001901263
12400,0.5283952626024586
12500,0.5292200466546627
12600,0.5300016974524562
12700,0.5309105619740201
12800,0.5317693073260124
12900,0.5329785234833306
13000,0.5336437226451451
13100,0.5345076284767558
13200,0.5351874738527941
13300,0.5356995795115297
13400,0.5366676328991705
13500,0.5374051409946959
13600,0.5382252619573558
13700,0.5390977392964306
13800,0.5398221775412788
13900,0.5405632981356545
14000,0.5412310876332842
14100,0.5418249824392817
14200,0.5424569972864783
14300,0.5431838361942825
14400,0.5438921208702895
14500,0.5446685668617276
14600,0.545427333132438
14700,0.545980998516443
14800,0.5465163068868114
14900,0.5468922783498387
15000,0.5474147513080068
15100,0.5481734072145127
15200,0.5487257972523926
15300,0.5493065796548152
15400,0.5501424110334086
15500,0.5507842342470382
15600,0.5513026584686604
15700,0.5517329578957346
15800,0.5522237665173665
15900,0.5527923858675172
16000,0.5532909552544164
16100,0.5538237177470177
16200,0.5543836985622216
16300,0.5549282278027
16400,0.5552775312739219
16500,0.5558564286066449
16600,0.5564094342168804
16700,0.5567280151814336
16800,0.5572582782983106
16900,0.5575973644932948
17000,0.5579296303689578
17100,0.5582687541207422
17200,0.5586803416813299
17300,0.5590914505980423
17400,0.5594398771025426
17500,0.5599790967162238
17600,0.5605934153902161
17700,0.5609211671603593
17800,0.5614626345286431
17900,0.5619004645280616
18000,0.5621059280090612
18100,0.5625237363283456
18200,0.5628710286810785
18300,0.5632855880012537
18400,0.5636357637439819
18500,0.5641232710267787
18600,0.5645395475565832
18700,0.564926709257986
18800,0.5653980003411735
18900,0.5657224597769906
19000,0.5662512238012057
19100,0.5666956519190285
19200,0.5671190815753877
19300,0.5674028245429124
19400,0.5678930640535422
19500,0.5684272216335128
19600,0.5688174181245763
19700,0.5693491123272175
19800,0.5695652713572688
19900,0.5699064338233633
20000,0.570372511634744
20100,0.5706869983028108
20200,0.5710992436474732
20300,0.5715726611904961
20400,0.5718309210989803
20500,0.572125168544004
20600,0.5723858284397201
20700,0.5725905201277319
20800,0.5730146052779512
20900,0.573402864180254
21000,0.5738977728911988
21100,0.5742557516330471
21200,0.5745473379929565
21300,0.5748496455298661
21400,0.5751538598537566
21500,0.5754864993643543
21600,0.5757271991972075
21700,0.575956615264702
21800,0.5762962690768303
21900,0.5765481128630499
22000,0.5768060867416465
22100,0.5770007149128225
22200,0.5772219247212858
22300,0.5775407281580879
22400,0.5778478436401743
22500,0.5780602526765268
22600,0.5783655991583658
22700,0.5786869747172647
22800,0.578955467909439
22900,0.5792349496472203
23000,0.5795508590169489
23100,0.5798121417483175
23200,0.5798497757072899
23300,0.5800250067665836
23400,0.5803210539941183
23500,0.5806054646368008
23600,0.5808439799336675
23700,0.581113875505008
23800,0.581313958756252
23900,0.5815196144578269
24000,0.5817384037438086
24100,0.5819700582353179
24200,0.5823304577074307
24300,0.5824983334616186
24400,0.5828309479927445
24500,0.5828418693548505
24600,0.5831450889958395
24700,0.5834527632690293
24800,0.5836237444682537
24900,0.5839082236848088
25000,0.5840849463767374
25100,0.5841177565604996
25200,0.5842588298192923
25300,0.584378909493481
25400,0.5844877400734257
25500,0.5847978570817546
25600,0.5850390234042626
25700,0.5851835628771274
25800,0.585252629528266
25900,0.5852783307911652
26000,0.5855003611247195
26100,0.585611694779115
26200,0.5857285761293707
26300,0.5858775861734226
26400,0.5859708359464626
26500,0.5861195876014952
26600,0.5861953941396355
26700,0.5863289960717227
26800,0.5865237380527246
26900,0.5866829674052858
27000,0.586747949395081
27100,0.5868523849565739
27200,0.5870488793651022
27300,0.5872235733102258
27400,0.5874679203805745
27500,0.5876086373223798
27600,0.5878901514901055
27700,0.5881875975757974
27800,0.588323046536779
27900,0.588488606159559
28000,0.588685538920482
28100,0.588901448658825
28200,0.5890551531610114
28300,0.5891240894884642
28400,0.5891389836344855
28500,0.5892688480597994
28600,0.5894520353623518
28700,0.5896424454325242
28800,0.5897033582378427
28900,0.5899441316813213
29000,0.590070693327654
29100,0.5901468907363008
29200,0.590438536842268
29300,0.5905017339824626
29400,0.5905511378578796
29500,0.5906945187885305
29600,0.5908216065827939
29700,0.5909210384147714
29800,0.5910810532981382
29900,0.5913330958199353
30000,0.5914384138854825
30100,0.5915111698392206
30200,0.5915931776408222
30300,0.5916526433390776
30400,0.5916989011675633
30500,0.5917160132812281
30600,0.5917357957417231
30700,0.5918881101482353
30800,0.5919394236290271
30900,0.5919219181593093
31000,0.5919819149573257
31100,0.5921910563960833
31200,0.5922617172423998
31300,0.5922893495472966
31400,0.5924014143891126
31500,0.5925554450785702
31600,0.5926179041704684
31700,0.5927167758880996
31800,0.5928306654445534
31900,0.5929136760911183
32000,0.5930927214980938
32100,0.5931572410429304
32200,0.5932080173250357
32300,0.5932668846767953
32400,0.5933115219421922
32500,0.5933934713896265
32600,0.5935854111378431
32700,0.5937857289445853
32800,0.5939927574762011
32900,0.5940378447676049
33000,0.5940650970509566
33100,0.5942423270038891
33200,0.5942922224869672
33300,0.5944949661705347
33400,0.5945483157214819
33500,0.5946982890677386
33600,0.5948200413456433
33700,0.594923437171419
33800,0.595100911909706
33900,0.5951573151318025
34000,0.5951869023186117
34100,0.5951484556061262
34200,0.5952328689113735
34300,0.595284879188723
34400,0.5954476081949237
34500,0.5954327791664376
34600,0.5954298603137266
34700,0.5955409316389123
34800,0.5956182857577468
34900,0.5958092053027403
35000,0.5958226869397554
35100,0.5958043406077356
35200,0.5958916111721779
35300,0.5959780872214998
35400,0.5959882667772535
35500,0.5959116098822983
35600,0.5960080759842206
35700,0.5961609438251636
35800,0.596124159025584
35900,0.596193127189298
36000,0.59634455642515
36100,0.5963542705831315
36200,0.5964196245391834
36300,0.5964937695544519
36400,0.5965993709749494
36500,0.5966842838055477
36600,0.5967675336582164
36700,0.5968542272342319
36800,0.5970404919827533
36900,0.5970667517988595
37000,0.5970655233454034
37100,0.5970586920487534
37200,0.5971241998311804
37300,0.5971053328725224
37400,0.5972017596065065
37500,0.5973187635603009
37600,0.5974522741188132
37700,0.5974972019275653
37800,0.597682846822676
37900,0.5977321940786361
38000,0.5978071607639126
38100,0.5978533644202257
38200,0.5979387165491001
38300,0.5979993496714895
38400,0.5981172525042457
38500,0.5982572959502661
38600,0.5983422114828351
38700,0.5983828107911031
38800,0.5985881693910098
38900,0.5987447682164744
39000,0.5987698916698057
39100,0.5988304642864778
39200,0.5988104988185329
39300,0.5988619247643192
39400,0.5989355856588218
39500,0.5990261574800178
39600,0.5990538448592534
39700,0.5990144497630733
39800,0.5990510045344916
39900,0.5990707376609155
40000,0.5991987670324765
40100,0.5992396109695899
40200,0.5993805707289623
40300,0.5994481659906887
40400,0.5994933692778203
40500,0.59965364025429
40600,0.5996885604926929
40700,0.5996690064557794
40800,0.5997247185724743
40900,0.5997854271281436
41000,0.5998164868615757
41100,0.599835656021342
41200,0.599878188684246
41300,0.5999313666736676
41400,0.5999870530668153
41500,0.6000762734273983
41600,0.6002088816006436
41700,0.6002064922450498
41800,0.600295643827206
41900,0.6003408952230266
42000,0.6004077913395179
42100,0.6004964126548297
42200,0.600490380179684
42300,0.6005290946090942
42400,0.6005402709713682
42500,0.6005337878451131
42600,0.6006973894498124
42700,0.6007841364936413
42800,0.6007667699838577
42900,0.6007521856888085
43000,0.600784579185283
43100,0.6008842696752603
43200,0.6008352177234664
43300,0.6008784868140798
43400,0.6008742798695603
43500,0.6008760962029226
43600,0.6008441219368074
43700,0.6008563733563497
43800,0.6008728762093922
43900,0.6009084933487173
44000,0.6009971680968577
44100,0.6010470649133914
44200,0.6011299802489022
44300,0.6011453992788266
44400,0.6011512063295689
44500,0.6012017310157444
44600,0.6011914866335537
44700,0.6012374491497791
44800,0.6012911549257566
44900,0.6012760631952799
45000,0.6012611109468918
45100,0.6012558504263497
45200,0.6012432756309795
45300,0.6013093149034849
45400,0.6013044620587069
45500,0.6013411918685196
45600,0.6012647234665022
45700,0.6012191697659118
45800,0.6012727901135385
45900,0.6013135290065179
46000,0.6014033344756635
46100,0.6013742530475737
46200,0.6014092894427803
46300,0.601469778279416
46400,0.6014117687365118
46500,0.6013951877642133
46600,0.6014059092925506
46700,0.6014374894033212
46800,0.6014224532837098
46900,0.6014101286306386
47000,0.6014278874909715
47100,0.6014402844836548
47200,0.6014994058841026
47300,0.6015329875637508
47400,0.6016165408042523
47500,0.6017030416798085
47600,0.6017081621798408
47700,0.6017476182353735
47800,0.601741493639843
47900,0.60176901273513
48000,0.6017388915528574
48100,0.6017391388007817
48200,0.601781209406866
48300,0.601804414489113
48400,0.6017844227394932
48500,0.6017978541000022
48600,0.6018505295595257
48700,0.6019219276057887
48800,0.6019174388648385
48900,0.6019905692032089
49000,0.601964151849476
49100,0.6019443601499794
49200,0.6019717722411766
49300,0.6019224590783661
49400,0.6019324328108167
49500,0.6019368173256966
